#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	smtp
#open	2014-01-15-21-44-49
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	trans_depth	helo	mailfrom	rcptto	date	from	to	reply_to	msg_id	in_reply_to	subject	x_originating_ip	first_received	second_received	last_reply	path	user_agent	fuids
#types	time	string	addr	port	addr	port	count	string	string	table[string]	string	string	table[string]	string	string	string	string	addr	string	string	string	vector[addr]	string	vector[string]
1126796501.984338	CAvbuB2m1SG3RcGVDf	100.1.100.27	60240	92.6.40.10	25	1	mail.osis.gov	<dialup128@osis.gov>	<egoick@thevillage.int>	Thu, 15 Sep 2005 11:01:41 -0400	dialup128 <dialup128@osis.gov>	jdupre@osis.gov,lduclos@osis.gov,jfedorchak@osis.gov,jescanlar@osis.gov,egoick@thevillage.int	-	<20050915110141.A23180@osis.gov>	-	=?iso-8859-1?Q?Hiddink=2C_organis=E9e_pour_loccasion=2E_Les_Auriverde_se?= =?iso-8859-1?Q?_reprendre=2E_Leur_absence?=	-	(from dialup128@localhost)\x09by mail.osis.gov (8.11.6/8.11.6) id j8FF1fc23182;\x09Thu, 15 Sep 2005 11:01:41 -0400	-	250 2.0.0 j8FF1f101603 Message accepted for delivery	92.6.40.10,100.1.100.27	-	FW2Hoc3jECCTp1Kspk
1126796521.104703	CP56rB3rK4r0gOYVGd	89.44.100.101	10411	100.1.10.25	25	1	mail.com	<strappey@mi5-5.uk.gov>	<cshackle@osis.gov>,<pzipf@osis.gov>,<acourtois@osis.gov>	Thu, 15 Sep 2005 11:02:00 -0400	"s. trappey" <strappey@mi5-5.uk.gov>	pzipf@osis.gov,acourtois@osis.gov,cshackle@osis.gov	-	<20050915110200.A1986@mi5-5.uk.gov>	-	finest wits of that brought vp my endlesse dolor Pro. You are pleasd:	-	(from strappey@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF21801988;\x09Thu, 15 Sep 2005 11:02:01 -0400	-	250 2.0.0 j8FF21v23475 Message accepted for delivery	100.1.10.25,89.44.100.101	-	FdIW5XUsA7wCTcx0j,FvJgOg3K1lFkgWPsNd,FasA422i0JRPGuwddh
1126796522.864806	CWZLpG4H7InnezAk7e	92.6.85.103	10418	100.1.10.25	25	1	mail.com	<tdesaulniers@thevillage.int>	<lespadas@osis.gov>,<jsington@osis.gov>	Thu, 15 Sep 2005 11:02:02 -0400	"t. desaulniers" <tdesaulniers@thevillage.int>	jsington@osis.gov,lespadas@osis.gov	-	<20050915110202.A2099@thevillage.int>	-	consent to them from selfe. To Verona banished, For it somewhat rounder	-	(from tdesaulniers@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF22G02101;\x09Thu, 15 Sep 2005 11:02:02 -0400	-	250 2.0.0 j8FF22v23507 Message accepted for delivery	100.1.10.25,92.6.85.103	-	FicuJLswPTcvbKMx5,FYnKis6YhGqrtMP4c,F0XgCF2E70gcWiOxRd,FU7gHo3phJfIBTgC6a,Fqpcgq1hQr5fJdV0id,FSbgmZKLKN4v0Hutc,F2Fvs34ZQicASjgbl9,FFhtIG3hIrODDcFg1
1126796522.843225	Czv6G01DieXwrviu9h	92.6.85.101	10417	100.1.10.25	25	1	mail.com	<vourada@thevillage.int>	<agreigo@osis.gov>,<wbarrineau@osis.gov>,<achiras@osis.gov>,<pfahnestock@osis.gov>	Thu, 15 Sep 2005 11:02:01 -0400	"v. ourada" <vourada@thevillage.int>	pfahnestock@osis.gov,wbarrineau@osis.gov,achiras@osis.gov,agreigo@osis.gov	-	<20050915110201.A2031@thevillage.int>	-	change\) the non-executable stack patch doesnt eliminate this, please mail	-	(from vourada@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF21p02033;\x09Thu, 15 Sep 2005 11:02:01 -0400	-	250 2.0.0 j8FF22v23503 Message accepted for delivery	100.1.10.25,92.6.85.101	-	FeuPWJ36FOEaN4zU06,FpGFvn3KE3BTz1jRIl,Fe63sw3WSoZzJFey62,FYm2jppoJQAlHtoil,FFqagLK09JC5jE0ul
1126796522.878153	C0F1Ow1j3nLDZu0ve9	89.44.100.103	10420	100.1.10.25	25	1	mail.com	<eflockhart@mi5-5.uk.gov>	<agrigg@osis.gov>,<kfailing@osis.gov>,<sdanis@osis.gov>	Thu, 15 Sep 2005 11:02:02 -0400	"e. flockhart" <eflockhart@mi5-5.uk.gov>	sdanis@osis.gov,agrigg@osis.gov,kfailing@osis.gov	-	<20050915110202.A2142@mi5-5.uk.gov>	-	=?iso-8859-1?Q?influences_all_ITSRs_and_tasks_=2F_New_Business_and_Activ?= =?iso-8859-1?Q?e=FBX=2E_Excellent?=	-	(from eflockhart@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF22002148;\x09Thu, 15 Sep 2005 11:02:02 -0400	-	250 2.0.0 j8FF22v23508 Message accepted for delivery	100.1.10.25,89.44.100.103	-	FxLcyN2DNDNpjqxBM8,Fl2Dg8SXWMzqLPKo9,FpBeQh422e3gMi36Kb,FVt68r3dkuwt0l724,Fxqbhp3gep8fp4z8p
1126796522.862805	C5JIMs4zjv14nPPNuh	89.44.100.124	10419	100.1.10.25	25	1	mail.com	<mvirgile@mi5-5.uk.gov>	<cmarchetta@osis.gov>	Thu, 15 Sep 2005 11:02:01 -0400	"m. virgile" <mvirgile@mi5-5.uk.gov>	cmarchetta@osis.gov	-	<20050915110201.A2065@mi5-5.uk.gov>	-	Luthers. It makes is not to move either of God!!" Now, to bring peace,	-	(from mvirgile@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF22U02067\x09for cmarchetta@osis.gov; Thu, 15 Sep 2005 11:02:02 -0400	-	250 2.0.0 j8FF22v23505 Message accepted for delivery	100.1.10.25,89.44.100.124	-	FGgyrZ2YsHYyBqacOf,FoGGBz3RHWxqapYlU3,FK5dCy2QgD8OjHIxnk,FY14534hNsGPVaznC5
1126796531.073024	CG7XrM25Ip6t7NBu6f	92.6.85.103	10506	100.1.10.25	25	1	mail.com	<tdesaulniers@thevillage.int>	<jsington@osis.gov>	Thu, 15 Sep 2005 11:02:10 -0400	"t. desaulniers" <tdesaulniers@thevillage.int>	jsington@osis.gov	-	<20050915110210.A2206@thevillage.int>	-	safe, That \(like Sir Thurio, Outlawes. 1.Out. But here in praises that	-	(from tdesaulniers@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2B502208\x09for jsington@osis.gov; Thu, 15 Sep 2005 11:02:11 -0400	-	250 2.0.0 j8FF2Bv23557 Message accepted for delivery	100.1.10.25,92.6.85.103	-	FcwEeb2aTvtpAXBzU3,Fj6WC53RTO5AGnr4D6,FUogVd4cjLI6wkSuBc
1126796535.846399	CA7jqX21DVj6sML31	100.20.173.136	3495	100.1.10.25	25	1	tgin.osis.gov	<jcrocco@osis.gov>	<lespadas@osis.gov>	Thu, 15 Sep 2005 11:02:15 -0400	Erin Repine <jcrocco@osis.gov>	lespadas@osis.gov	-	<20050915110215.A1349@osis.gov>	-	parents that Black Liberation Radio City had similar to My grandfather,	-	(from jcrocco@localhost)\x09by tgin.osis.gov (8.11.6/8.11.6) id j8FF2FK01359\x09for lespadas@osis.gov; Thu, 15 Sep 2005 11:02:15 -0400	-	250 2.0.0 j8FF2Fv23607 Message accepted for delivery	100.1.10.25,100.20.173.136	-	FDF4pY2EVXdyBR6Dg3,FAO6Ru2ED3KmtUmDCe,Fy92L6scxVX8M2Br7
1126796535.828512	CcBS01gAeabEQNWS4	100.20.3.94	3493	100.1.10.25	25	1	tgin.osis.gov	<veshbaugh@osis.gov>	<eczwakiel@osis.gov>	Thu, 15 Sep 2005 11:02:15 -0400	Erin Repine <veshbaugh@osis.gov>	eczwakiel@osis.gov	-	<20050915110215.A1342@osis.gov>	-	correctly inherit ACLs, plus some cases\) which appears to compile on Linux	-	(from veshbaugh@localhost)\x09by tgin.osis.gov (8.11.6/8.11.6) id j8FF2FC01356\x09for eczwakiel@osis.gov; Thu, 15 Sep 2005 11:02:15 -0400	-	250 2.0.0 j8FF2Fv23606 Message accepted for delivery	100.1.10.25,100.20.3.94	-	F8ExFm2OHqRn69nr2f,FcROuS4gl2iPL2UNb
1126796535.837316	Ch2DPB1yQuWgFvVvB9	100.20.173.171	3494	100.1.10.25	25	1	tgin.osis.gov	<jbrockell@osis.gov>	<daramboles@osis.gov>,<janderl@thevillage.int>,<zzauner@osis.gov>,<veshbaugh@osis.gov>,<vgoods@osis.gov>	Thu, 15 Sep 2005 11:02:15 -0400	Erin Repine <jbrockell@osis.gov>	vgoods@osis.gov,zzauner@osis.gov,janderl@thevillage.int,daramboles@osis.gov,veshbaugh@osis.gov	-	<20050915110215.A1319@osis.gov>	-	democratic society ever. And Id be personally with seminars, books publishes	-	(from jbrockell@localhost)\x09by tgin.osis.gov (8.11.6/8.11.6) id j8FF2Fs01353;\x09Thu, 15 Sep 2005 11:02:15 -0400	-	250 2.0.0 j8FF2Fv23608 Message accepted for delivery	100.1.10.25,100.20.173.171	-	FNvWAl2ZWU7GY7Bfph,FTdgTR1inLGVDYlCv6,FDvE1L1mY4T3R2v9Cj,FjXHYEdzkmCPaSYk2,F0wHwa29plq0kRhDka
1126796536.026849	CTCsbF3socC9IWS3Ck	100.1.4.252	60400	92.6.40.10	25	1	mail.osis.gov	<jbrockell@osis.gov>	<janderl@thevillage.int>	Thu, 15 Sep 2005 11:02:15 -0400	Erin Repine <jbrockell@osis.gov>	vgoods@osis.gov,zzauner@osis.gov,janderl@thevillage.int,daramboles@osis.gov,veshbaugh@osis.gov	-	<20050915110215.A1319@osis.gov>	-	democratic society ever. And Id be personally with seminars, books publishes	-	(from jbrockell@localhost)\x09by tgin.osis.gov (8.11.6/8.11.6) id j8FF2Fs01353;\x09Thu, 15 Sep 2005 11:02:15 -0400	from tgin.osis.gov (uhost115.shield.osis.gov [100.20.173.171])\x09by mail.osis.gov (8.11.6/8.11.6) with ESMTP id j8FF2Fv23608;\x09Thu, 15 Sep 2005 11:02:15 -0400	250 2.0.0 j8FF2G102284 Message accepted for delivery	92.6.40.10,100.1.4.252,100.20.173.171	-	Fz3OTZ3y1rKBA2MDoa,F33MPb21MbFHHy9sC6,F2MQLC1sOooKERbaZ7,Fs7fnw3DGdx3FDC6ch,Fj9ilt4GMgRXmGgLv8
1126796545.095836	CraPw51QZYA6b2dkj8	89.44.100.101	10638	100.1.10.25	25	1	mail.com	<strappey@mi5-5.uk.gov>	<cshackle@osis.gov>,<acourtois@osis.gov>	Thu, 15 Sep 2005 11:02:24 -0400	"s. trappey" <strappey@mi5-5.uk.gov>	acourtois@osis.gov,cshackle@osis.gov	-	<20050915110224.A2410@mi5-5.uk.gov>	-	contempt of good, I hope thou loust me, when she saies she might her sun-bright	-	(from strappey@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2OU02412;\x09Thu, 15 Sep 2005 11:02:24 -0400	-	250 2.0.0 j8FF2Pv23717 Message accepted for delivery	100.1.10.25,89.44.100.101	-	FCbsgo3LsFkjNhcys8
1126796547.281108	CbdsoQ1iPJskN5GYX7	92.6.85.122	10653	100.1.10.25	25	1	mail.com	<tbassham@thevillage.int>	<msilos@osis.gov>,<kkochert@osis.gov>	Thu, 15 Sep 2005 11:02:24 -0400	"t. bassham" <tbassham@thevillage.int>	msilos@osis.gov,kkochert@osis.gov	-	<20050915110224.A2447@thevillage.int>	-	while, We haue giuen it well deriud Iul. Oh, how now? whats here? Iu.	-	(from tbassham@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2P702449;\x09Thu, 15 Sep 2005 11:02:25 -0400	-	250 2.0.0 j8FF2Rv23780 Message accepted for delivery	100.1.10.25,92.6.85.122	-	FbaxKY2oVbRMGWr3yd
1126796547.571938	Cwwiw93oUN2euHi6Jc	92.6.85.108	10657	100.1.10.25	25	1	mail.com	<cschiffler@mi5-5.uk.gov>	<mzubris@osis.gov>,<grebuldela@osis.gov>	Thu, 15 Sep 2005 11:02:27 -0400	"c. schiffler" <cschiffler@mi5-5.uk.gov>	mzubris@osis.gov,grebuldela@osis.gov	-	<20050915110227.A2683@mi5-5.uk.gov>	-	narrow-minded to abort her dress. Back in Italy, this fun an elective.	-	(from cschiffler@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2RL02685;\x09Thu, 15 Sep 2005 11:02:27 -0400	-	250 2.0.0 j8FF2Rv23790 Message accepted for delivery	100.1.10.25,92.6.85.108	-	F642HF23tEnsDEyZ7j
1126796547.567626	COFZHw4qGB2AAlkuOe	92.6.85.115	10656	100.1.10.25	25	1	mail.com	<nkottman@thevillage.int>	<cskelly@osis.gov>,<asatterwhite@osis.gov>,<jkuszlyk@osis.gov>	Thu, 15 Sep 2005 11:02:26 -0400	"n. kottman" <nkottman@thevillage.int>	asatterwhite@osis.gov,jkuszlyk@osis.gov,cskelly@osis.gov	-	<20050915110226.A2588@thevillage.int>	-	fierce, nearly swamping the first sapient religious practices we Never	-	(from nkottman@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2Qv02590;\x09Thu, 15 Sep 2005 11:02:26 -0400	-	250 2.0.0 j8FF2Rv23789 Message accepted for delivery	100.1.10.25,92.6.85.115	-	FP9wcg1iyYt4BcCxQi,FDtT6h3LgOq17D8jsf
1126796547.538979	C7n7qa1omGZ0zKXYMh	89.44.100.103	10655	100.1.10.25	25	1	mail.com	<eflockhart@mi5-5.uk.gov>	<kfailing@osis.gov>,<bmikos@osis.gov>	Thu, 15 Sep 2005 11:02:26 -0400	"e. flockhart" <eflockhart@mi5-5.uk.gov>	bmikos@osis.gov,kfailing@osis.gov	-	<20050915110226.A2627@mi5-5.uk.gov>	-	payable. Based Nationwide When working with an application services plus	-	(from eflockhart@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2Q902629;\x09Thu, 15 Sep 2005 11:02:26 -0400	-	250 2.0.0 j8FF2Rv23785 Message accepted for delivery	100.1.10.25,89.44.100.103	-	FC3XJX1QlazGgOJd36,FfrlMn2EBtTLA3Nnaa,FyLjcdyii0eCS203,FETkMl4wQcnXa8ysu8,FSEGu410SK0Fbyqotk,FaiDXq3hwawJog1NV3
1126796547.627121	Cuvf3Y1IZjD5n0Aba7	89.44.100.124	10660	100.1.10.25	25	1	mail.com	<mvirgile@mi5-5.uk.gov>	<jseng@osis.gov>	Thu, 15 Sep 2005 11:02:26 -0400	"m. virgile" <mvirgile@mi5-5.uk.gov>	jseng@osis.gov	-	<20050915110226.A2669@mi5-5.uk.gov>	-	eunuch saw Believe on them very concepeion is like other references in	-	(from mvirgile@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2RC02673\x09for jseng@osis.gov; Thu, 15 Sep 2005 11:02:27 -0400	-	250 2.0.0 j8FF2Rv23795 Message accepted for delivery	100.1.10.25,89.44.100.124	-	FsYttQ24MQgxqGqbj2,FURgp745WBVz8njtKj,FoUNBr3EwH0bVSnLti,FJsOYh4PHGJZTfxNy2
1126796547.583186	CSA4Dt4cCU3UqdWIyh	92.6.85.103	10658	100.1.10.25	25	1	mail.com	<tdesaulniers@thevillage.int>	<jsington@osis.gov>	Thu, 15 Sep 2005 11:02:26 -0400	"t. desaulniers" <tdesaulniers@thevillage.int>	jsington@osis.gov	-	<20050915110226.A2659@thevillage.int>	-	would, when its for that dost thou man? the Dukes table: hee beeing in	-	(from tdesaulniers@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2R202662\x09for jsington@osis.gov; Thu, 15 Sep 2005 11:02:27 -0400	-	250 2.0.0 j8FF2Rv23791 Message accepted for delivery	100.1.10.25,92.6.85.103	-	FHXyB14zxX6Oj2dWDf,F2hKF93Mr1Rp0zU7E2
1126796547.617235	CRA6HZ2SC86nPknLld	92.6.85.110	10659	100.1.10.25	25	1	mail.com	<shellickson@thevillage.int>	<cshackle@osis.gov>,<daramboles@osis.gov>	Thu, 15 Sep 2005 11:02:25 -0400	"s. hellickson" <shellickson@thevillage.int>	cshackle@osis.gov,daramboles@osis.gov	-	<20050915110225.A2505@thevillage.int>	-	well-defined and no. You will demand charges. Is Segmental laminations	-	(from shellickson@localhost)\x09by mail.com (8.11.6/8.11.6) id j8FF2Qf02517;\x09Thu, 15 Sep 2005 11:02:26 -0400	-	250 2.0.0 j8FF2Rv23794 Message accepted for delivery	100.1.10.25,92.6.85.110	-	FTs2SfyPa00mJ4Ws3,FUtZd04BSH3JbL4MKd
1126796548.770460	CJCtV4ZujeTS4ime8	100.20.173.148	3663	100.1.10.25	25	1	tgin.osis.gov	<dbazel@osis.gov>	<jcortina@osis.gov>	Thu, 15 Sep 2005 11:02:28 -0400	Erin Repine <dbazel@osis.gov>	jcortina@osis.gov	-	<20050915110228.A1856@osis.gov>	-	ignored. Secondly, dont do I said "ten times". And this section. The Social	-	(from dbazel@localhost)\x09by tgin.osis.gov (8.11.6/8.11.6) id j8FF2S801876\x09for jcortina@osis.gov; Thu, 15 Sep 2005 11:02:28 -0400	-	250 2.0.0 j8FF2Sv23820 Message accepted for delivery	100.1.10.25,100.20.173.148	-	FwvFw644njgvFMSLvd,F256Ak1vR4QbAbp4Wd
